,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
84,quantum,technology,control,theory,system,state,time,system,control,scheme,quantum,component,system,interaction,control,system,theory,control,scheme,control,theory,scheme,quantum,problem,control,implementation,scheme,area,mathematic,physics,law,applicant,transfer,institution,researcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,quantum,technology,control,theory,system,state,time,system,control,scheme,quantum,component,system,interaction,control,system,theory,control,scheme,control,theory,scheme,quantum,problem,control,implementation,scheme,area,mathematic,physics,law,applicant,transfer,institution,researcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,lifestyle,migratory,specie,change,specie,change,environment,specie,diversity,migratory,behaviour,urbanisation,specie,area,temperature,food,specie,individual,barrier,animal,migration,population,migratory,specie,change,urbanisation,bird,migration,difference,behaviour,bird,population,behaviour,population,structure,connectivity,migratory,population,level,migratory,specie,conservation,specie,management,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,superhero,narrative,culture,literature,superhero,selection,text,woman,gender,influence,concept,wolf,rise,character,wolf,character,superhero,narrative,villain,villain,wolf,selection,post,text,material,motif,culture,motif,representation,gender,ethnicity,literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,superhero,narrative,culture,literature,superhero,selection,text,woman,gender,influence,concept,wolf,rise,character,wolf,character,superhero,narrative,villain,villain,wolf,selection,post,text,material,motif,culture,motif,representation,gender,ethnicity,literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,satellite,system,communication,navigation,system,hardware,technology,game,navigation,satellite,system,system,communication,navigation,requirement,satellite,system,cost,satellite,system,emergency,service,aid,communication,satellite,satellite,navigation,information,communication,navigation,system,latency,communication,satellite,accuracy,demand,system,communication,navigation,generation,performance,communication,navigation,market,initiative,ecosystem,communication,navigation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,area,group,ocg,action,governance,state,actor,pandemic,governance,enforcement,containment,pandemic,ocg,emergency,activity,aid,governance,emergency,ocg,emergency,pandemic,information,ocg,performance,measure,containment,policy,mortality,death,emergency,performance,panel,municipality,model,difference,ocg,information,state,governance,level,mechanism,ocg,influence,emergency,governance,ocg,power,emergency,activity,ocg,emergency,emergency,design,policy,crisis,institution,,,,,,,,,,,,,,,,,,,,,,
91,food,system,sustainability,food,socio,farming,adoption,system,resource,ecosystem,service,transition,farming,barrier,farming,group,farmer,transition,pattern,infrastructure,farmer,farming,practice,innovation,action,team,group,food,system,skill,network,food,governance,policy,food,system,policy,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,man,woman,woman,burden,religion,health,behaviour,decision,health,preference,norm,norm,health,treatment,exclusion,health,care,system,woman,reproduction,religion,minority,science,religion,health,care,datum,gender,religion,anthropology,health,literature,treatment,city,city,diversity,organisation,community,health,system,city,difference,health,gender,life,health,minority,group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,man,woman,woman,burden,religion,health,behaviour,decision,health,preference,norm,norm,health,treatment,exclusion,health,care,system,woman,reproduction,religion,minority,science,religion,health,care,datum,gender,religion,anthropology,health,literature,treatment,city,city,diversity,organisation,community,health,system,city,difference,health,gender,life,health,minority,group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,man,woman,woman,burden,religion,health,behaviour,decision,health,preference,norm,norm,health,treatment,exclusion,health,care,system,woman,reproduction,religion,minority,science,religion,health,care,datum,gender,religion,anthropology,health,literature,treatment,city,city,diversity,organisation,community,health,system,city,difference,health,gender,life,health,minority,group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,man,woman,woman,burden,religion,health,behaviour,decision,health,preference,norm,norm,health,treatment,exclusion,health,care,system,woman,reproduction,religion,minority,science,religion,health,care,datum,gender,religion,anthropology,health,literature,treatment,city,city,diversity,organisation,community,health,system,city,difference,health,gender,life,health,minority,group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,material,culture,theory,affectivity,science,philosophy,emotion,archaeology,history,law,city,history,earthquake,eruption,script,theory,culture,cognition,emotion,literature,text,script,material,culture,application,affectivity,theory,researcher,archaeology,affectivity,fellowship,skill,communication,skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,religion,interaction,inclusion,time,user,materiality,gurdwara,temple,area,community,materiality,gurdwara,user,city,state,century,city,temple,sample,temple,activity,material,governance,diversity,inclusion,interaction,prof,phase,prof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,religion,interaction,inclusion,time,user,materiality,gurdwara,temple,area,community,materiality,gurdwara,user,city,state,century,city,temple,sample,temple,activity,material,governance,diversity,inclusion,interaction,prof,phase,prof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,philosophy,rise,economy,medium,science,state,border,politic,problem,relationship,state,state,institution,level,theory,state,relationship,post,neo,model,work,evolution,system,theory,justice,neo,philosophy,theory,system,structure,state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,relationship,war,nationalism,population,politic,practice,population,war,war,peace,theory,war,population,war,population,population,politic,war,nationalism,demography,peace,conflict,discourse,population,policy,policy,act,policy,document,policy,population,state,model,state,policy,population,discourse,security,policy,environment,refugee,war,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,relationship,war,nationalism,population,politic,practice,population,war,war,peace,theory,war,population,war,population,population,politic,war,nationalism,demography,peace,conflict,discourse,population,policy,policy,act,policy,document,policy,population,state,model,state,policy,population,discourse,security,policy,environment,refugee,war,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,relationship,war,nationalism,population,politic,practice,population,war,war,peace,theory,war,population,war,population,population,politic,war,nationalism,demography,peace,conflict,discourse,population,policy,policy,act,policy,document,policy,population,state,model,state,policy,population,discourse,security,policy,environment,refugee,war,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,origin,thought,writer,concept,liberty,equality,justice,gender,conversation,history,thought,woman,woman,argument,equality,liberty,slavery,slave,trade,equality,slavery,law,law,law,religion,activity,gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,relation,rise,identity,decision,citizen,representation,personification,diversity,identity,relation,history,relation,figure,century,century,group,personification,minority,self,governance,history,multimedia,communication,activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,practice,pandemic,cohesion,policy,law,coordination,community,law,post,landscape,governance,pandemic,nature,practice,power,relationship,power,instrument,crisis,recovery,instrument,scheme,law,coordination,health,policy,executive,function,power,choice,pandemic,competence,pandemic,governance,legitimacy,scholarship,crisis,measure,change,change,executive,governance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,practice,pandemic,cohesion,policy,law,coordination,community,law,post,landscape,governance,pandemic,nature,practice,power,relationship,power,instrument,crisis,recovery,instrument,scheme,law,coordination,health,policy,executive,function,power,choice,pandemic,competence,pandemic,governance,legitimacy,scholarship,crisis,measure,change,change,executive,governance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,nature,culture,anthropology,researcher,relation,diversity,science,behavior,bias,nature,culture,phenomenology,anthropology,interaction,philosophy,anthropology,nature,culture,literature,duality,nature,culture,anthropology,nature,culture,anthropology,anthropology,phenomenology,anthropology,diversity,anthropology,nature,culture,division,science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,merchant,actor,trade,luxury,century,city,barrier,trading,group,community,trading,community,minority,level,group,concept,community,member,environment,community,network,community,formation,trading,community,mobility,history,concept,minority,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,action,solidarity,labor,organization,worker,region,labor,market,logistic,labor,region,economy,solidarity,labor,agency,migration,labor,market,visa,regime,logistic,worker,labor,movement,economy,logistic,solidarity,class,labor,relation,labor,migration,labor,movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,action,solidarity,labor,organization,worker,region,labor,market,logistic,labor,region,economy,solidarity,labor,agency,migration,labor,market,visa,regime,logistic,worker,labor,movement,economy,logistic,solidarity,class,labor,relation,labor,migration,labor,movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,influence,time,child,influence,time,processing,language,mind,child,bilingualism,influence,language,comprehension,time,processing,influence,population,child,heritage,speaker,influence,relation,bias,language,comprehension,child,language,language,language,language,child,movement,heritage,language,bilingualism,language,child,influence,language,comprehension,bilingualism,processing,teacher,language,speech,language,bilingualism,researcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,influence,time,child,influence,time,processing,language,mind,child,bilingualism,influence,language,comprehension,time,processing,influence,population,child,heritage,speaker,influence,relation,bias,language,comprehension,child,language,language,language,language,child,movement,heritage,language,bilingualism,language,child,influence,language,comprehension,bilingualism,processing,teacher,language,speech,language,bilingualism,researcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,sustainability,education,provision,provision,community,provision,community,practice,justice,education,provision,rcs,community,community,intervention,scholarship,justice,model,provision,scholarship,provision,population,sustainability,community,education,scholarship,provision,community,education,linkage,value,rcs,community,innovation,provision,education,community,service,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,music,technology,education,instrument,design,education,practice,music,technology,educator,organisation,survey,fellowship,instrument,design,education,art,technology,resource,practice,technology,innovation,socio,diversity,inclusion,art,technology,education,value,community,practice,resource,system,art,wellbeing,computing,music,technology,education,musician,performance,interaction,technology,socio,instrument,fellowship,company,interaction,design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,music,technology,education,instrument,design,education,practice,music,technology,educator,organisation,survey,fellowship,instrument,design,education,art,technology,resource,practice,technology,innovation,socio,diversity,inclusion,art,technology,education,value,community,practice,resource,system,art,wellbeing,computing,music,technology,education,musician,performance,interaction,technology,socio,instrument,fellowship,company,interaction,design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,policy,security,measure,member,state,intervention,reintegration,policy,dimension,conflict,security,risk,trafficking,conflict,measure,organisation,policy,measure,intervention,reintegration,policy,security,member,state,intervention,reform,policy,measure,policy,security,threat,security,risk,member,state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,transition,motor,device,control,load,user,robot,user,robot,control,robot,unit,motion,accuracy,battery,life,researcher,time,sensor,system,motion,system,magnet,user,unit,time,measure,time,parameter,robot,machine,application,motion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,organization,community,individual,fall,component,community,group,relation,conflict,body,post,history,reaction,history,concept,wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,medium,content,news,avoidance,behavior,influence,news,news,avoidance,trust,medium,institution,news,avoidance,audience,behavior,news,avoider,comprehension,avoider,panel,survey,level,migration,news,avoider,news,format,format,news,avoidance,trust,literacy,innovation,news,avoider,audience,news,industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,medium,content,news,avoidance,behavior,influence,news,news,avoidance,trust,medium,institution,news,avoidance,audience,behavior,news,avoider,comprehension,avoider,panel,survey,level,migration,news,avoider,news,format,format,news,avoidance,trust,literacy,innovation,news,avoider,audience,news,industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,medium,content,news,avoidance,behavior,influence,news,news,avoidance,trust,medium,institution,news,avoidance,audience,behavior,news,avoider,comprehension,avoider,panel,survey,level,migration,news,avoider,news,format,format,news,avoidance,trust,literacy,innovation,news,avoider,audience,news,industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,medium,content,news,avoidance,behavior,influence,news,news,avoidance,trust,medium,institution,news,avoidance,audience,behavior,news,avoider,comprehension,avoider,panel,survey,level,migration,news,avoider,news,format,format,news,avoidance,trust,literacy,innovation,news,avoider,audience,news,industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,relationship,fatherhood,masculinity,care,practice,man,migration,pattern,gender,life,region,migration,man,father,family,work,communication,family,man,fatherhood,masculinity,father,interplay,migration,masculinity,emotion,fatherhood,communication,technology,fatherhood,care,practice,man,literature,masculinity,fatherhood,care,migrant,design,group,content,sample,man,family,migrant,selection,fatherhood,masculinity,care,age,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,child,vulnerability,mortality,influence,structure,childhood,child,health,child,area,frontier,paint,population,cycle,war,peace,child,model,theory,archaeology,growth,life,child,health,difference,violence,life,child,adult,onset,death,child,age,population,life,hope,work,bone,health,child,adolescent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
